종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"020400","대동금속","KOSDAQ","금속","6000","-10","-0.17","19134996000"
"008830","대동기어","KOSDAQ","기계·장비","17220","100","0.58","154765094400"
"048470","대동스틸","KOSDAQ","유통","4280","-180","-4.04","42800000000"
"004780","대륙제관","KOSDAQ","금속","3875","40","1.04","61624896125"
"017650","대림제지","KOSDAQ","종이·목재","7610","260","3.54","68490000000"
"389260","대명에너지","KOSDAQ","건설","25500","-150","-0.58","456866287500"
"317850","대모","KOSDAQ","기계·장비","7590","10","0.13","63182347800"
"290670","대보마그네틱","KOSDAQ","전기·전자","19650","-10","-0.05","154403019000"
"078140","대봉엘에스","KOSDAQ","제약","13900","250","1.83","154103448100"
"065150","대산F&B","KOSDAQ","유통","145","0","0.00","23110448725"
"036480","대성미생물","KOSDAQ","제약","8200","10","0.12","31160000000"
"027830","대성창투","KOSDAQ","금융","1933","36","1.90","104382000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","1015","-11","-1.07","47933361805"
"129920","대성하이텍","KOSDAQ","기계·장비","4870","180","3.84","66792308110"
"442310","대신밸런스제14호스팩","KOSDAQ","금융","2145","5","0.23","14392950000"
"457630","대신밸런스제16호스팩","KOSDAQ","금융","2140","5","0.23","15643400000"
"471050","대신밸런스제17호스팩","KOSDAQ","금융","2140","0","0.00","12968400000"
"478780","대신밸런스제18호스팩","KOSDAQ","금융","2185","0","0.00","17283350000"
"482690","대신밸런스제19호스팩","KOSDAQ","금융","2080","0","0.00","11679200000"
"020180","대신정보통신","KOSDAQ","IT 서비스","1120","-3","-0.27","43040384800"
"045390","대아티아이","KOSDAQ","전기·전자","5220","40","0.77","367871027940"
"108380","대양전기공업","KOSDAQ","운송장비·부품","22250","650","3.01","212873159250"
"007680","대원","KOSDAQ","건설","4790","-20","-0.42","64408610460"
"048910","대원미디어","KOSDAQ","유통","11540","-150","-1.28","145161036840"
"005710","대원산업","KOSDAQ","운송장비·부품","12190","300","2.52","244258344000"
"290380","대유","KOSDAQ","화학","2300","0","0.00","56841307600"
"120240","대정화금","KOSDAQ","화학","14180","90","0.64","101959744380"
"003310","대주산업","KOSDAQ","음식료·담배","1820","-22","-1.19","64414077000"
"078600","대주전자재료","KOSDAQ","전기·전자","69200","-600","-0.86","1071257035600"
"393970","대진첨단소재","KOSDAQ","화학","8820","-30","-0.34","130507952400"
"096350","대창솔루션","KOSDAQ","금속","482","8","1.69","78932806338"
"140520","대창스틸","KOSDAQ","금속","2435","-40","-1.62","51401006705"
"131220","대한과학","KOSDAQ","유통","5010","-60","-1.18","37346994900"
"010170","대한광통신","KOSDAQ","전기·전자","1040","-13","-1.23","113891612640"
"054670","대한뉴팜","KOSDAQ","제약","7620","70","0.93","109384490400"
"023910","대한약품","KOSDAQ","제약","33200","1850","5.90","199200000000"
"021040","대호특수강","KOSDAQ","금속","1428","49","3.55","30994417272"
"021045","대호특수강우","KOSDAQ","금속","2860","60","2.14","2426687120"
"067080","대화제약","KOSDAQ","제약","15680","-10","-0.06","291909072000"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","12390","370","3.08","183969891840"
"032860","더라미","KOSDAQ","일반서비스","1319","56","4.43","53282143297"
"214610","더바이오메드","KOSDAQ","의료·정밀기기","5230","80","1.55","26937449720"
"393890","더블유씨피","KOSDAQ","전기·전자","7060","-70","-0.98","238932596640"
"299170","더블유에스아이","KOSDAQ","유통","1784","39","2.23","60633136256"
"462860","더즌","KOSDAQ","통신","5270","495","10.37","377783491440"
"224060","더코디","KOSDAQ","기계·장비","2925","45","1.56","15095111850"
"043090","더테크놀로지","KOSDAQ","유통","380","0","0.00","4718944500"
"213420","덕산네오룩스","KOSDAQ","전기·전자","31550","-500","-1.56","783423697450"
"317330","덕산테코피아","KOSDAQ","화학","15660","-150","-0.95","320663305440"
"077360","덕산하이메탈","KOSDAQ","전기·전자","4060","0","0.00","184474228120"
"090410","덕신이피씨","KOSDAQ","금속","1506","-7","-0.46","69402647070"
"263600","덕우전자","KOSDAQ","전기·전자","4680","-50","-1.06","74553850800"
"194480","데브시스터즈","KOSDAQ","IT 서비스","42900","-200","-0.46","523515135000"
"373160","데이원컴퍼니","KOSDAQ","일반서비스","6460","10","0.16","88912403800"
"263800","데이타솔루션","KOSDAQ","유통","5820","160","2.83","94396791600"
"206560","덱스터","KOSDAQ","오락·문화","6200","10","0.16","157552763200"
"261200","덴티스","KOSDAQ","의료·정밀기기","6760","80","1.20","106873572000"
"067990","도이치모터스","KOSDAQ","유통","4780","75","1.59","139487809000"
"006620","동구바이오제약","KOSDAQ","제약","5180","10","0.19","147448658560"
"100130","동국S&C","KOSDAQ","금속","2880","-35","-1.20","164571840000"
"005160","동국산업","KOSDAQ","금속","4005","5","0.13","217249150410"
"303810","동국생명과학","KOSDAQ","제약","8870","10","0.11","141849660900"
"075970","동국알앤에스","KOSDAQ","비금속","2410","5","0.21","44344000000"
"086450","동국제약","KOSDAQ","제약","18100","230","1.29","812395603500"
"240550","동방메디컬","KOSDAQ","의료·정밀기기","13000","40","0.31","270074220000"
"099410","동방선기","KOSDAQ","운송장비·부품","3290","45","1.39","46060000000"
"033500","동성화인텍","KOSDAQ","화학","23600","250","1.07","707752058400"
"025950","동신건설","KOSDAQ","건설","22850","-300","-1.30","191940000000"
"088130","동아엘텍","KOSDAQ","기계·장비","3105","100","3.33","54291899970"
"041930","동아화성","KOSDAQ","화학","6090","20","0.33","96222000000"
"060380","동양에스텍","KOSDAQ","금속","1445","17","1.19","28466500000"
"079960","동양이엔피","KOSDAQ","전기·전자","25200","1200","5.00","198072000000"
"228340","동양파일","KOSDAQ","비금속","2060","10","0.49","41200000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","2215","55","2.55","57217357260"
"094170","동운아나텍","KOSDAQ","전기·전자","18050","-140","-0.77","377424344800"
"013120","동원개발","KOSDAQ","건설","3040","95","3.23","276056624000"
"109860","동일금속","KOSDAQ","금속","8390","-10","-0.12","76349000000"
"032960","동일기연","KOSDAQ","전기·전자","10810","-10","-0.09","44522011950"
"023790","동일스틸럭스","KOSDAQ","금속","856","-22","-2.51","18128290104"
"005290","동진쎄미켐","KOSDAQ","화학","30650","-950","-3.01","1575854241100"
"025900","동화기업","KOSDAQ","종이·목재","8400","-40","-0.47","424681194000"
"131970","두산테스나","KOSDAQ","일반서비스","27000","-2400","-8.16","521835426000"
"073190","듀오백","KOSDAQ","기타제조","2170","-190","-8.05","25970646800"
"176750","듀켐바이오","KOSDAQ","제약","10340","220","2.17","294226974800"
"030350","드래곤플라이","KOSDAQ","IT 서비스","973","0","0.00","13503093562"
"203650","드림시큐리티","KOSDAQ","IT 서비스","3760","50","1.35","190277635040"
"223250","드림씨아이에스","KOSDAQ","일반서비스","3560","50","1.42","84725593440"
"060570","드림어스컴퍼니","KOSDAQ","오락·문화","1940","33","1.73","146705851620"
"362990","드림인사이트","KOSDAQ","일반서비스","2280","0","0.00","38305308720"
"016670","디모아","KOSDAQ","유통","5060","40","0.80","25005740760"
"187870","디바이스","KOSDAQ","기계·장비","10900","-150","-1.36","76699038100"
"489730","디비금융제13호스팩","KOSDAQ","금융","2025","5","0.25","12822300000"
"110990","디아이티","KOSDAQ","기계·장비","14080","-200","-1.40","266112000000"
"263690","디알젬","KOSDAQ","의료·정밀기기","5650","50","0.89","63989696500"
"214680","디알텍","KOSDAQ","의료·정밀기기","1704","13","0.77","126240420816"
"347850","디앤디파마텍","KOSDAQ","일반서비스","120500","3400","2.90","1303894229500"
"263720","디앤씨미디어","KOSDAQ","오락·문화","17020","110","0.65","213166530460"
"376300","디어유","KOSDAQ","IT 서비스","61100","-800","-1.29","1450416606600"
"109740","디에스케이","KOSDAQ","기계·장비","7470","270","3.75","192056613300"
"031860","디에이치엑스컴퍼니","KOSDAQ","유통","1050","14","1.35","18030622050"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","203","0","0.00","36245520080"
"066900","디에이피","KOSDAQ","전기·전자","2225","10","0.45","50606519175"
"092070","디엔에프","KOSDAQ","화학","12150","-450","-3.57","140598074700"
"039840","디오","KOSDAQ","의료·정밀기기","18850","800","4.43","270970389950"
"219550","디와이디","KOSDAQ","유통","478","45","10.39","59796877938"
"310870","디와이씨","KOSDAQ","운송장비·부품","1494","3","0.20","30906782874"
"104460","디와이피엔에프","KOSDAQ","기계·장비","17350","420","2.48","185881393750"
"079810","디이엔티","KOSDAQ","전기·전자","6450","30","0.47","142081206300"
"113810","디젠스","KOSDAQ","운송장비·부품","1011","-18","-1.75","32986959561"
"043360","디지아이","KOSDAQ","전기·전자","2415","40","1.68","21735000000"
"197140","디지캡","KOSDAQ","IT 서비스","2235","5","0.22","29084399190"
"068930","디지털대성","KOSDAQ","일반서비스","8030","260","3.35","222232996260"
"033130","디지틀조선","KOSDAQ","IT 서비스","1608","10","0.63","59681349336"
"105740","디케이락","KOSDAQ","기계·장비","8280","-40","-0.48","84195287640"
"263020","디케이앤디","KOSDAQ","화학","2930","0","0.00","42484504830"
"290550","디케이티","KOSDAQ","전기·전자","6390","30","0.47","127807859700"
"066670","디티씨","KOSDAQ","전기·전자","3220","-45","-1.38","60187975960"
"187220","디티앤씨","KOSDAQ","일반서비스","2870","25","0.88","33573320270"
"383930","디티앤씨알오","KOSDAQ","일반서비스","3990","-20","-0.50","51008670720"
"131180","딜리","KOSDAQ","전기·전자","1059","16","1.53","31081650000"
"315640","딥노이드","KOSDAQ","IT 서비스","5750","-30","-0.52","129043041000"
"223310","딥마인드","KOSDAQ","유통","5740","170","3.05","131098012500"
"317120","라닉스","KOSDAQ","전기·전자","1972","-48","-2.38","19049520000"
"462510","라메디텍","KOSDAQ","의료·정밀기기","7290","-30","-0.41","63940334850"
"042510","라온시큐어","KOSDAQ","IT 서비스","12120","20","0.17","135806708880"
"232680","라온테크","KOSDAQ","기계·장비","7120","-60","-0.84","89243746080"
"418420","라온텍","KOSDAQ","전기·전자","4175","-25","-0.60","126659304650"
"300120","라온피플","KOSDAQ","IT 서비스","4215","-85","-1.98","87924950580"
"171120","라이온켐텍","KOSDAQ","화학","2290","-10","-0.43","82215030400"
"388790","라이콤","KOSDAQ","전기·전자","2410","10","0.42","73722726630"
"214260","라파스","KOSDAQ","화학","15700","-170","-1.07","140082669100"
"171010","램테크놀러지","KOSDAQ","화학","4360","-35","-0.80","62342558720"
"084650","랩지노믹스","KOSDAQ","일반서비스","2365","15","0.64","175577576350"
"217500","러셀","KOSDAQ","기계·장비","1761","3","0.17","56020932000"
"038390","레드캡투어","KOSDAQ","일반서비스","12370","250","2.06","206836568140"
"294140","레몬","KOSDAQ","화학","3935","-85","-2.11","82635000000"
"443250","레뷰코퍼레이션","KOSDAQ","일반서비스","11760","-150","-1.26","130715457600"
"228670","레이","KOSDAQ","의료·정밀기기","7660","310","4.22","118829985980"
"228850","레이언스","KOSDAQ","의료·정밀기기","6550","-30","-0.46","108671141700"
"412350","레이저쎌","KOSDAQ","기계·장비","3010","-25","-0.82","26268185720"
"199550","레이저옵텍","KOSDAQ","의료·정밀기기","7960","240","3.11","97635696360"
"281740","레이크머티리얼즈","KOSDAQ","화학","11810","-10","-0.08","776277771880"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","267000","3500","1.33","5179762086000"
"215100","로보로보","KOSDAQ","전기·전자","5150","90","1.78","104794538100"
"090360","로보스타","KOSDAQ","기계·장비","28050","150","0.54","273487500000"
"108490","로보티즈","KOSDAQ","기계·장비","72800","3500","5.05","961974395200"
"900260","로스웰","KOSDAQ","금융","995","-15","-1.49","35851131560"
"067730","로지시스","KOSDAQ","IT 서비스","3440","-45","-1.29","33278291680"
"071280","로체시스템즈","KOSDAQ","기계·장비","12010","-220","-1.80","183712202030"
"376900","로킷헬스케어","KOSDAQ","제약","17280","-610","-3.41","267146017920"
"328130","루닛","KOSDAQ","IT 서비스","48100","-1000","-2.04","1402111055800"
"038060","루멘스","KOSDAQ","전기·전자","878","-4","-0.45","42234494582"
"474170","루미르","KOSDAQ","운송장비·부품","7710","150","1.98","136680536160"
"141080","리가켐바이오","KOSDAQ","일반서비스","121300","1400","1.17","4440833999400"
"058470","리노공업","KOSDAQ","전기·전자","50000","-600","-1.19","3810592500000"
"016100","리더스코스메틱","KOSDAQ","종이·목재","2705","-45","-1.64","51667918270"
"012700","리드코프","KOSDAQ","유통","5300","180","3.52","140164515500"
"302550","리메드","KOSDAQ","의료·정밀기기","3545","-50","-1.39","111651646760"
"073570","리튬포어스","KOSDAQ","기타제조","784","-3","-0.38","38393618368"
"377450","리파인","KOSDAQ","IT 서비스","17160","1260","7.92","297382800000"
"277070","린드먼아시아","KOSDAQ","금융","5250","160","3.14","71883000000"
"042500","링네트","KOSDAQ","IT 서비스","4650","190","4.26","88676123100"
"193250","링크드","KOSDAQ","전기·전자","569","9","1.61","36031001513"
"474650","링크솔루션","KOSDAQ","기계·장비","18150","840","4.85","101259430800"
"219420","링크제니시스","KOSDAQ","IT 서비스","5170","20","0.39","59297351190"
"439090","마녀공장","KOSDAQ","화학","19150","30","0.16","313643679000"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","3280","95","2.98","52407840000"
"377480","마음AI","KOSDAQ","IT 서비스","22050","0","0.00","156373484400"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","9850","-160","-1.60","177446794550"
"098120","마이크로컨텍솔","KOSDAQ","전기·전자","21200","750","3.67","176230639200"
"424980","마이크로투나노","KOSDAQ","전기·전자","8380","-80","-0.95","49600298200"
"038290","마크로젠","KOSDAQ","일반서비스","15310","-10","-0.07","165981834000"
"267980","매일유업","KOSDAQ","음식료·담배","39150","500","1.29","307078427700"
"005990","매일홀딩스","KOSDAQ","음식료·담배","11140","150","1.36","152821906560"
"093520","매커스","KOSDAQ","유통","19790","3580","22.09","319867590680"
"100590","머큐리","KOSDAQ","전기·전자","3405","-5","-0.15","53901228315"
"067280","멀티캠퍼스","KOSDAQ","일반서비스","35800","950","2.73","212178688200"
"072870","메가스터디","KOSDAQ","오락·문화","11370","100","0.89","135541303830"
"215200","메가스터디교육","KOSDAQ","일반서비스","51100","1550","3.13","550392325700"
"133750","메가엠디","KOSDAQ","일반서비스","2130","-5","-0.23","49857074010"
"446540","메가터치","KOSDAQ","전기·전자","4395","-65","-1.46","91288545000"
"235980","메드팩토","KOSDAQ","일반서비스","4015","-5","-0.12","137614610815"
"041920","메디아나","KOSDAQ","의료·정밀기기","5720","10","0.18","106381835560"
"014100","메디앙스","KOSDAQ","유통","2195","15","0.69","25901000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","153","0","0.00","12680377299"
"086900","메디톡스","KOSDAQ","제약","169300","1000","0.59","1235635542100"
"078160","메디포스트","KOSDAQ","제약","10700","-250","-2.28","366130299500"
"408920","메쎄이상","KOSDAQ","일반서비스","2310","-25","-1.07","99866971050"
"021880","메이슨캐피탈","KOSDAQ","금융","423","17","4.19","81294004584"
"140410","메지온","KOSDAQ","일반서비스","37000","400","1.09","1114193580000"
"241770","메카로","KOSDAQ","전기·전자","14150","250","1.80","144225856000"
"059210","메타바이오메드","KOSDAQ","제약","5360","80","1.52","147455095440"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","2195","-30","-1.35","35230913350"
"434480","모니터랩","KOSDAQ","IT 서비스","4310","15","0.35","53057393000"
"080420","모다이노칩","KOSDAQ","유통","2340","5","0.21","186548595480"
"417970","모델솔루션","KOSDAQ","기계·장비","11200","80","0.72","71643040000"
"080160","모두투어","KOSDAQ","일반서비스","13440","320","2.44","254016000000"
"087260","모바일어플라이언스","KOSDAQ","IT 서비스","1974","4","0.20","64259347614"
"101330","모베이스","KOSDAQ","전기·전자","3510","10","0.29","81246071790"
"012860","모베이스전자","KOSDAQ","운송장비·부품","1490","-3","-0.20","109117850930"
"363260","모비데이즈","KOSDAQ","일반서비스","1865","4","0.21","59985429185"
"348030","모비릭스","KOSDAQ","IT 서비스","4465","185","4.32","42880967000"
"250060","모비스","KOSDAQ","IT 서비스","2705","55","2.08","87023404370"
"288980","모아데이타","KOSDAQ","IT 서비스","1316","-11","-0.83","45476435592"
"142760","모아라이프플러스","KOSDAQ","일반서비스","1899","-40","-2.06","72309193389"
"033200","모아텍","KOSDAQ","전기·전자","3690","345","10.31","52882072650"
"333050","모코엠시스","KOSDAQ","IT 서비스","1505","17","1.14","37043055630"
"118990","모트렉스","KOSDAQ","운송장비·부품","9040","-90","-0.99","224752389600"
"463480","모티브링크","KOSDAQ","전기·전자","9230","20","0.22","114363004340"
"006920","모헨즈","KOSDAQ","비금속","3130","60","1.95","34179600000"
"001810","무림SP","KOSDAQ","종이·목재","1742","29","1.69","38563525000"
"279600","미디어젠","KOSDAQ","IT 서비스","12020","220","1.86","56311067620"
"095500","미래나노텍","KOSDAQ","화학","7960","20","0.25","246839592040"
"254490","미래반도체","KOSDAQ","유통","16510","-350","-2.08","238371380000"
"218150","미래생명자원","KOSDAQ","음식료·담배","3750","25","0.67","76559257500"
"442900","미래에셋드림스팩1호","KOSDAQ","금융","10320","20","0.19","79257600000"
"100790","미래에셋벤처투자","KOSDAQ","금융","7110","370","5.49","377716147740"
"446190","미래에셋비전스팩2호","KOSDAQ","금융","2540","115","4.74","12573000000"
"448830","미래에셋비전스팩3호","KOSDAQ","금융","2155","0","0.00","10602600000"
"477380","미래에셋비전스팩4호","KOSDAQ","금융","2040","0","0.00","16524000000"
"477470","미래에셋비전스팩5호","KOSDAQ","금융","2090","10","0.48","11453200000"
"478440","미래에셋비전스팩6호","KOSDAQ","금융","2040","0","0.00","14137200000"
"482680","미래에셋비전스팩7호","KOSDAQ","금융","2005","0","0.00","16471075000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","16090","-210","-1.29","141879753560"
"207760","미스터블루","KOSDAQ","IT 서비스","1798","-2","-0.11","149377449834"
"059090","미코","KOSDAQ","전기·전자","13790","-240","-1.71","460817368620"
"201490","미투온","KOSDAQ","IT 서비스","6900","660","10.58","209691634800"
"475460","미트박스","KOSDAQ","IT 서비스","16660","-340","-2.00","93390129000"
"452200","민테크","KOSDAQ","의료·정밀기기","4005","45","1.14","89390799000"
"206640","바디텍메드","KOSDAQ","제약","14270","150","1.06","335153211200"
"018700","바른손","KOSDAQ","유통","1228","-12","-0.97","43127061596"
"035620","바른손이앤에이","KOSDAQ","오락·문화","500","-2","-0.40","37219837500"
"053030","바이넥스","KOSDAQ","제약","16290","-220","-1.33","532425422520"
"301300","바이브컴퍼니","KOSDAQ","IT 서비스","5350","60","1.13","70377709200"
"064550","바이오니아","KOSDAQ","제약","14560","0","0.00","375797836960"
"314930","바이오다인","KOSDAQ","의료·정밀기기","14970","480","3.31","445568621910"
"489460","바이오비쥬","KOSDAQ","화학","19340","140","0.73","290959276200"
"086820","바이오솔루션","KOSDAQ","제약","8430","-120","-1.40","204433080660"
"038460","바이오스마트","KOSDAQ","전기·전자","3345","25","0.75","87520045110"
"251120","바이오에프디엔씨","KOSDAQ","제약","19810","-1090","-5.22","172261817000"
"199730","바이오인프라","KOSDAQ","일반서비스","5810","-60","-1.02","28261972270"
"086040","바이오톡스텍","KOSDAQ","일반서비스","3015","15","0.50","48114114705"
"188040","바이오포트","KOSDAQ","음식료·담배","18140","250","1.40","80339574820"
"099430","바이오플러스","KOSDAQ","제약","7190","-10","-0.14","434992548210"
"032980","바이온","KOSDAQ","유통","302","0","0.00","13522952980"
"308080","바이젠셀","KOSDAQ","일반서비스","2925","-15","-0.51","59813617500"
"043150","바텍","KOSDAQ","의료·정밀기기","21700","500","2.36","322337355200"
"323990","박셀바이오","KOSDAQ","일반서비스","9610","-40","-0.41","223503085450"
"267790","배럴","KOSDAQ","섬유·의류","4510","-40","-0.88","35577135000"
"046310","백금T&A","KOSDAQ","전기·전자","2945","-5","-0.17","48352897745"
"331520","밸로프","KOSDAQ","IT 서비스","631","-4","-0.63","32095430090"
"199480","뱅크웨어글로벌","KOSDAQ","IT 서비스","6940","660","10.51","70105367720"
"438700","버넥트","KOSDAQ","IT 서비스","4525","100","2.26","50430627250"
"066410","버킷스튜디오","KOSDAQ","통신","1153","0","0.00","99670679144"
"382900","범한퓨얼셀","KOSDAQ","전기·전자","17930","230","1.30","157084730000"
"206400","베노티앤알","KOSDAQ","건설","1930","0","0.00","72394604940"
"019010","베뉴지","KOSDAQ","유통","2375","15","0.64","114475000000"
"177350","베셀","KOSDAQ","기계·장비","1000","-10","-0.99","19653767000"
"457600","벡트","KOSDAQ","전기·전자","3180","-55","-1.70","43589850000"
"424760","벨로크","KOSDAQ","IT 서비스","937","-12","-1.26","18426106874"
"225530","보광산업","KOSDAQ","비금속","3685","65","1.80","133908208995"
"250000","보라티알","KOSDAQ","유통","10280","-110","-1.06","69397535240"
"310210","보로노이","KOSDAQ","일반서비스","116000","-200","-0.17","2133060084000"
"006910","보성파워텍","KOSDAQ","금속","3280","5","0.15","161145822720"
"226340","본느","KOSDAQ","화학","953","-2","-0.21","39980656260"
"014470","부방","KOSDAQ","부동산","1715","-11","-0.64","102989625900"
"008470","부스타","KOSDAQ","금속","3900","-20","-0.51","32778720000"
"338220","뷰노","KOSDAQ","IT 서비스","18830","210","1.13","263654327090"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","21150","100","0.48","206212500000"
"406820","뷰티스킨","KOSDAQ","화학","12980","180","1.41","45871839200"
"099390","브레인즈컴퍼니","KOSDAQ","IT 서비스","6200","130","2.14","50891354600"
"064480","브리지텍","KOSDAQ","IT 서비스","5600","30","0.54","66934000000"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","3025","480","18.86","157884744600"
"365900","브이씨","KOSDAQ","기타제조","3855","5","0.13","28181206500"
"089970","브이엠","KOSDAQ","기계·장비","10880","-700","-6.04","261942473600"
"251630","브이원텍","KOSDAQ","기계·장비","5310","80","1.53","84656724660"
"018290","브이티","KOSDAQ","화학","35950","1650","4.81","1286938351650"
"478560","블랙야크아이앤씨","KOSDAQ","섬유·의류","3580","-90","-2.45","86967346900"
"439580","블루엠텍","KOSDAQ","유통","4915","80","1.65","164704908645"
"033560","블루콤","KOSDAQ","전기·전자","3230","0","0.00","55233000000"
"369370","블리츠웨이엔터테인먼트","KOSDAQ","오락·문화","1434","-11","-0.76","71516320374"
"126340","비나텍","KOSDAQ","전기·전자","29950","750","2.57","190854518100"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","7200","150","2.13","360753595200"
"318410","비비씨","KOSDAQ","화학","9980","660","7.08","55441325140"
"419540","비스토스","KOSDAQ","의료·정밀기기","1556","-15","-0.95","35776347116"
"146320","비씨엔씨","KOSDAQ","전기·전자","8880","140","1.60","113645556240"
"200780","비씨월드제약","KOSDAQ","제약","4460","0","0.00","43423630400"
"413640","비아이매트릭스","KOSDAQ","IT 서비스","17900","-390","-2.13","129004226000"
"141000","비아트론","KOSDAQ","기계·장비","8530","-30","-0.35","103338476300"
"083650","비에이치아이","KOSDAQ","기계·장비","38150","-1000","-2.55","1180527906250"
"445360","비엔케이제1호스팩","KOSDAQ","금융","2130","-5","-0.23","9180300000"
"473370","비엔케이제2호스팩","KOSDAQ","금융","2010","-5","-0.25","8462100000"
"065170","비엘팜텍","KOSDAQ","유통","835","-6","-0.71","22280325875"
"086670","비엠티","KOSDAQ","기계·장비","9840","180","1.86","89791712160"
"335890","비올","KOSDAQ","의료·정밀기기","12500","10","0.08","730239062500"
"230980","비유테크놀러지","KOSDAQ","IT 서비스","229","0","0.00","21370407553"
"082920","비츠로셀","KOSDAQ","전기·전자","28450","600","2.15","650714459850"
"054220","비츠로시스","KOSDAQ","전기·전자","336","0","0.00","20144235216"
"042370","비츠로테크","KOSDAQ","금융","9000","-20","-0.22","235800225000"
"050090","비케이홀딩스","KOSDAQ","일반서비스","1066","246","30.00","21090527510"
"148780","비큐AI","KOSDAQ","IT 서비스","2610","-35","-1.32","82073342250"
"307870","비투엔","KOSDAQ","IT 서비스","1640","90","5.81","83321567760"
"377030","비트맥스","KOSDAQ","IT 서비스","5380","120","2.28","200303974360"
"032850","비트컴퓨터","KOSDAQ","IT 서비스","5280","-30","-0.56","87770987040"
"238200","비피도","KOSDAQ","음식료·담배","3360","10","0.30","27484800000"
"093190","빅솔론","KOSDAQ","전기·전자","6260","290","4.86","120435545300"
"065450","빅텍","KOSDAQ","의료·정밀기기","4165","45","1.09","119338912000"
"044480","빌리언스","KOSDAQ","화학","314","-7","-2.18","12768410592"
"069540","빛과전자","KOSDAQ","전기·전자","1300","40","3.17","60934192800"
"072950","빛샘전자","KOSDAQ","전기·전자","5600","0","0.00","45094616000"
"451250","삐아","KOSDAQ","화학","11920","40","0.34","120271333840"
"143240","사람인","KOSDAQ","IT 서비스","14970","-20","-0.13","175287667110"
"466410","사이냅소프트","KOSDAQ","IT 서비스","14300","60","0.42","72029428900"
"452430","사피엔반도체","KOSDAQ","전기·전자","26800","-150","-0.56","220112982800"
"419120","산돌","KOSDAQ","IT 서비스","8750","30","0.34","68025352500"
"122350","삼기","KOSDAQ","운송장비·부품","1400","19","1.38","53675199200"
"419050","삼기에너지솔루션즈","KOSDAQ","운송장비·부품","1756","-13","-0.73","100436597440"
"014970","삼륭물산","KOSDAQ","종이·목재","8010","-180","-2.20","121151250000"
"018310","삼목에스폼","KOSDAQ","금속","23200","1200","5.45","341040000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","4395","40","0.92","100545250050"
"009620","삼보산업","KOSDAQ","금속","1443","-14","-0.96","23645129313"
"023600","삼보판지","KOSDAQ","종이·목재","10540","460","4.56","170431800000"
"448740","삼성스팩8호","KOSDAQ","금융","10420","10","0.10","48598880000"
"009300","삼아제약","KOSDAQ","제약","18200","200","1.11","115934000000"
"482630","삼양엔씨켐","KOSDAQ","화학","17550","0","0.00","190700757000"
"036670","삼양케이씨아이","KOSDAQ","화학","7250","110","1.54","81707500000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","4300","5","0.12","24370929400"
"054540","삼영엠텍","KOSDAQ","금속","5360","90","1.71","69680000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","764","0","0.00","12295692232"
"032280","삼일","KOSDAQ","운송·창고","1542","-1","-0.06","25001355780"
"002290","삼일기업공사","KOSDAQ","건설","3655","-20","-0.54","45322000000"
"037460","삼지전자","KOSDAQ","전기·전자","12050","360","3.08","196638190100"
"032750","삼진","KOSDAQ","전기·전자","4775","65","1.38","43123607550"
"054090","삼진엘앤디","KOSDAQ","기타제조","768","-11","-1.41","19168690176"
"000250","삼천당제약","KOSDAQ","제약","163600","5600","3.54","3837642419200"
"024950","삼천리자전거","KOSDAQ","유통","4515","-30","-0.66","59930200155"
"038500","삼표시멘트","KOSDAQ","비금속","3255","50","1.56","351267576030"
"437730","삼현","KOSDAQ","운송장비·부품","13260","110","0.84","420442338420"
"017480","삼현철강","KOSDAQ","금속","4560","0","0.00","71605178400"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1263","-11","-0.86","54527414379"
"027580","상보","KOSDAQ","화학","925","-6","-0.64","54742683075"
"038540","상상인","KOSDAQ","IT 서비스","2065","5","0.24","114252966345"
"452670","상상인제4호스팩","KOSDAQ","금융","2035","0","0.00","10622700000"
"091580","상신이디피","KOSDAQ","전기·전자","7860","-60","-0.76","104759801340"
"263810","상신전자","KOSDAQ","전기·전자","3110","-35","-1.11","49526205750"
"089980","상아프론테크","KOSDAQ","화학","17590","-60","-0.34","281247160830"
"042940","상지건설","KOSDAQ","건설","14480","70","0.49","98879749760"
"042600","새로닉스","KOSDAQ","전기·전자","7130","-20","-0.28","88580082620"
"107600","새빗켐","KOSDAQ","화학","16000","20","0.13","90080864000"
