종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","일반서비스","4450","150","3.49","201374777550"
"006840","AK홀딩스","KOSPI","기타금융","12650","150","1.20","167581646650"
"027410","BGF","KOSPI","기타금융","4400","140","3.29","421153880400"
"282330","BGF리테일","KOSPI","유통","122700","-1000","-0.81","2120735266200"
"138930","BNK금융지주","KOSPI","기타금융","14440","40","0.28","4597458014360"
"001460","BYC","KOSPI","섬유·의류","42000","1050","2.56","262338300000"
"001465","BYC우","KOSPI","섬유·의류","24750","1200","5.10","53307787500"
"001040","CJ","KOSPI","기타금융","161300","4600","2.94","4706249777400"
"079160","CJ CGV","KOSPI","오락·문화","5460","60","1.11","904069540920"
"00104K","CJ4우(전환)","KOSPI","기타금융","131800","2300","1.78","557054281600"
"000120","CJ대한통운","KOSPI","운송·창고","93600","3900","4.35","2135235398400"
"011150","CJ씨푸드","KOSPI","음식료·담배","3035","10","0.33","109049896055"
"011155","CJ씨푸드1우","KOSPI","음식료·담배","17930","160","0.90","3586000000"
"001045","CJ우","KOSPI","기타금융","87600","3100","3.67","197995534800"
"097950","CJ제일제당","KOSPI","음식료·담배","254000","-4500","-1.74","3823763244000"
"097955","CJ제일제당 우","KOSPI","음식료·담배","149200","-400","-0.27","198053003600"
"000480","CR홀딩스","KOSPI","비금속","5570","40","0.72","261180029300"
"000590","CS홀딩스","KOSPI","기타금융","93300","3000","3.32","107713170600"
"012030","DB","KOSPI","IT 서비스","1497","53","3.67","301157377701"
"005830","DB손해보험","KOSPI","보험","133400","4900","3.81","9444720000000"
"016610","DB증권","KOSPI","증권","9180","470","5.40","389657851020"
"000990","DB하이텍","KOSPI","전기·전자","46100","-300","-0.65","2046774906800"
"000300","DH오토넥스","KOSPI","운송장비·부품","1984","0","0.00","162944308992"
"001530","DI동일","KOSPI","유통","42050","400","0.96","829039592350"
"015590","DKME","KOSPI","기계·장비","515","0","0.00","122045495160"
"000210","DL","KOSPI","화학","53000","300","0.57","1110661852000"
"000215","DL우","KOSPI","화학","27000","600","2.27","45525105000"
"375500","DL이앤씨","KOSPI","건설","49550","200","0.41","1917269019650"
"37550L","DL이앤씨2우(전환)","KOSPI","건설","34050","100","0.29","71911931550"
"37550K","DL이앤씨우","KOSPI","건설","22500","0","0.00","47562412500"
"007340","DN오토모티브","KOSPI","전기·전자","25250","150","0.60","1477399341250"
"004840","DRB동일","KOSPI","화학","5540","140","2.59","110412200000"
"155660","DSR","KOSPI","금속","4105","10","0.24","65680000000"
"069730","DSR제강","KOSPI","금속","3785","40","1.07","54504000000"
"017860","DS단석","KOSPI","화학","27500","250","0.92","483565830000"
"092780","DYP","KOSPI","운송장비·부품","4455","-40","-0.89","58665489300"
"017940","E1","KOSPI","유통","98100","5800","6.28","672966000000"
"365550","ESR켄달스퀘어리츠","KOSPI","부동산","4330","60","1.41","922675370000"
"383220","F&F","KOSPI","섬유·의류","81800","1100","1.36","3133518735000"
"007700","F&F홀딩스","KOSPI","기타금융","21050","600","2.93","823357425350"
"114090","GKL","KOSPI","오락·문화","17400","0","0.00","1076288658000"
"078930","GS","KOSPI","기타금융","53000","3100","6.21","4924515034000"
"006360","GS건설","KOSPI","건설","21400","450","2.15","1831443886000"
"001250","GS글로벌","KOSPI","유통","2745","20","0.73","226555182180"
"007070","GS리테일","KOSPI","유통","17380","220","1.28","1453096872700"
"078935","GS우","KOSPI","기타금융","46600","1600","3.56","83172891600"
"499790","GS피앤엘","KOSPI","기타금융","41450","500","1.22","821988359450"
"012630","HDC","KOSPI","기타금융","24550","1400","6.05","1466659250550"
"039570","HDC랩스","KOSPI","건설","9510","90","0.96","246856785510"
"089470","HDC현대EP","KOSPI","화학","4065","80","2.01","129673500000"
"294870","HDC현대산업개발","KOSPI","건설","23600","350","1.51","1555412988000"
"009540","HD한국조선해양","KOSPI","기타금융","327500","7000","2.18","23178195490000"
"267250","HD현대","KOSPI","기타금융","136200","1900","1.41","10758858177000"
"267270","HD현대건설기계","KOSPI","기계·장비","76700","1500","1.99","1354659216300"
"443060","HD현대마린솔루션","KOSPI","일반서비스","195600","5600","2.95","8768593476000"
"071970","HD현대마린엔진","KOSPI","기계·장비","47650","1750","3.81","1616359236750"
"010620","HD현대미포","KOSPI","운송장비·부품","185500","8200","4.62","7409268639500"
"322000","HD현대에너지솔루션","KOSPI","전기·전자","43200","100","0.23","483840000000"
"042670","HD현대인프라코어","KOSPI","기계·장비","11860","270","2.33","2284129639520"
"267260","HD현대일렉트릭","KOSPI","전기·전자","452000","1000","0.22","16293305020000"
"329180","HD현대중공업","KOSPI","운송장비·부품","395000","5500","1.41","35065380820000"
"097230","HJ중공업","KOSPI","건설","7470","20","0.27","622058879070"
"014790","HL D&I","KOSPI","건설","2810","85","3.12","106382668810"
"003580","HLB글로벌","KOSPI","유통","2605","30","1.17","131074685690"
"204320","HL만도","KOSPI","운송장비·부품","34350","150","0.44","1612977072000"
"060980","HL홀딩스","KOSPI","기타금융","42150","500","1.20","396373415550"
"011200","HMM","KOSPI","운송·창고","24750","700","2.91","25369727526000"
"035000","HS애드","KOSPI","일반서비스","8400","140","1.69","139166235600"
"002460","HS화성","KOSPI","건설","11500","60","0.52","116725000000"
"487570","HS효성","KOSPI","기타금융","77700","200","0.26","289504527900"
"298050","HS효성첨단소재","KOSPI","화학","209000","-1000","-0.48","936309132000"
"003560","IHQ","KOSPI","오락·문화","10760","0","0.00","76220934800"
"015360","INVENI","KOSPI","일반서비스","64800","3400","5.54","388800000000"
"175330","JB금융지주","KOSPI","기타금융","24000","150","0.63","4653791328000"
"234080","JW생명과학","KOSPI","제약","12700","310","2.50","201098835800"
"001060","JW중외제약","KOSPI","제약","22950","350","1.55","534412093500"
"001067","JW중외제약2우B","KOSPI","제약","63400","-100","-0.16","13312288200"
"001065","JW중외제약우","KOSPI","제약","29500","-200","-0.67","10087554500"
"096760","JW홀딩스","KOSPI","기타금융","3670","120","3.38","271304537140"
"105560","KB금융","KOSPI","기타금융","118400","-3600","-2.95","45165112995200"
"415640","KB발해인프라","KOSPI","기타금융","8080","-130","-1.58","990168027840"
"432320","KB스타리츠","KOSPI","부동산","4010","-20","-0.50","406671282850"
"002380","KCC","KOSPI","화학","356000","29500","9.04","3163583676000"
"344820","KCC글라스","KOSPI","비금속","34300","1300","3.94","547788561600"
"009070","KCTC","KOSPI","운송·창고","6000","-260","-4.15","180000000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","790","-4","-0.50","158602881390"
"003620","KG모빌리티","KOSPI","운송장비·부품","3635","45","1.25","735632805120"
"016380","KG스틸","KOSPI","금속","6540","10","0.15","654058186380"
"001390","KG케미칼","KOSPI","화학","4920","70","1.44","336867676800"
"033180","KH 필룩스","KOSPI","전기·전자","5310","0","0.00","138166306200"
"001940","KISCO홀딩스","KOSPI","금속","28500","950","3.45","404026830000"
"025000","KPX케미칼","KOSPI","화학","51000","1000","2.00","246840000000"
"092230","KPX홀딩스","KOSPI","화학","73900","2200","3.07","312201339400"
"000040","KR모터스","KOSPI","운송장비·부품","428","3","0.71","25736867504"
"044450","KSS해운","KOSPI","운송·창고","10540","470","4.67","243325175200"
"030200","KT","KOSPI","통신","55600","-600","-1.07","14012405686000"
"033780","KT&G","KOSPI","음식료·담배","137400","2900","2.16","16771387087800"
"058850","KTcs","KOSPI","IT 서비스","2835","30","1.07","121011975000"
"058860","KTis","KOSPI","IT 서비스","2900","40","1.40","100925800000"
"093050","LF","KOSPI","섬유·의류","18790","300","1.62","549419600000"
"003550","LG","KOSPI","기타금융","82200","3300","4.18","12926045763000"
"034220","LG디스플레이","KOSPI","전기·전자","9280","120","1.31","4640000000000"
"051900","LG생활건강","KOSPI","화학","322000","-2000","-0.62","5029059434000"
"051905","LG생활건강우","KOSPI","화학","130500","300","0.23","274010458500"
"064400","LG씨엔에스","KOSPI","IT 서비스","81400","-100","-0.12","7886516167200"
"373220","LG에너지솔루션","KOSPI","전기·전자","305000","-2000","-0.65","71370000000000"
"003555","LG우","KOSPI","기타금융","64900","1200","1.88","195426815100"
"032640","LG유플러스","KOSPI","통신","14790","200","1.37","6457482029190"
"011070","LG이노텍","KOSPI","전기·전자","148600","600","0.41","3516932100200"
"066570","LG전자","KOSPI","전기·전자","73700","100","0.14","12060843891800"
"066575","LG전자우","KOSPI","전기·전자","37500","600","1.63","644474700000"
"037560","LG헬로비전","KOSPI","오락·문화","2980","50","1.71","230791657700"
"051910","LG화학","KOSPI","화학","260000","5500","2.16","18354009180000"
"051915","LG화학우","KOSPI","화학","133900","4900","3.80","1029530320000"
"079550","LIG넥스원","KOSPI","금속","569000","45000","8.59","12518000000000"
"006260","LS","KOSPI","기타금융","191100","6900","3.75","6153420000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","272500","3000","1.11","8175000000000"
"000680","LS네트웍스","KOSPI","유통","4025","30","0.75","317182139400"
"229640","LS에코에너지","KOSPI","기타금융","32800","100","0.31","1004496031200"
"108320","LX세미콘","KOSPI","전기·전자","64000","-200","-0.31","1040915200000"
"001120","LX인터내셔널","KOSPI","유통","31000","700","2.31","1201560000000"
"108670","LX하우시스","KOSPI","화학","33400","850","2.61","299520178000"
"108675","LX하우시스우","KOSPI","화학","19110","90","0.47","19727826300"
"383800","LX홀딩스","KOSPI","기타금융","9840","110","1.13","750601989600"
"38380K","LX홀딩스1우","KOSPI","기타금융","9360","-10","-0.11","13715067600"
"023150","MH에탄올","KOSPI","음식료·담배","5400","30","0.56","39844040400"
"035420","NAVER","KOSPI","IT 서비스","254000","-4000","-1.55","40243000032000"
"181710","NHN","KOSPI","IT 서비스","29600","1300","4.59","999477240800"
"400760","NH올원리츠","KOSPI","부동산","3535","15","0.43","154719484080"
"005940","NH투자증권","KOSPI","증권","21850","950","4.55","7081285764250"
"005945","NH투자증권우","KOSPI","증권","19080","580","3.14","360058069440"
"338100","NH프라임리츠","KOSPI","부동산","4710","50","1.07","87888600000"
"034310","NICE","KOSPI","일반서비스","13750","300","2.23","510516077500"
"030190","NICE평가정보","KOSPI","IT 서비스","17000","650","3.98","1011612081000"
"008260","NI스틸","KOSPI","금속","3870","15","0.39","110682452790"
"004250","NPC","KOSPI","화학","4530","40","0.89","166341600000"
"004255","NPC우","KOSPI","화학","2685","75","2.87","14176800000"
"456040","OCI","KOSPI","화학","56000","-700","-1.23","501339720000"
"010060","OCI홀딩스","KOSPI","기타금융","81100","-3500","-4.14","1525889768700"
"178920","PI첨단소재","KOSPI","화학","18270","-40","-0.22","536522702940"
"001340","PKC","KOSPI","화학","6130","-20","-0.33","275349834910"
"005490","POSCO홀딩스","KOSPI","금속","312000","1000","0.32","25251081024000"
"010950","S-Oil","KOSPI","화학","63500","1800","2.92","7149007292000"
"010955","S-Oil우","KOSPI","화학","41000","900","2.24","164899007000"
"034120","SBS","KOSPI","오락·문화","22650","-500","-2.16","420185540700"
"003080","SB성보","KOSPI","화학","2770","0","0.00","55455400000"
"005090","SGC에너지","KOSPI","전기·가스","25900","350","1.37","373201724700"
"001380","SG글로벌","KOSPI","운송장비·부품","1740","-14","-0.80","78237608820"
"004060","SG세계물산","KOSPI","유통","346","3","0.87","70039036160"
"001770","SHD","KOSPI","금속","19430","130","0.67","23605079540"
"002360","SH에너지화학","KOSPI","화학","480","0","0.00","53344190400"
"009160","SIMPAC","KOSPI","금속","5140","70","1.38","336307712240"
"033530","SJG세종","KOSPI","운송장비·부품","4705","10","0.21","130897621505"
"123700","SJM","KOSPI","운송장비·부품","3620","45","1.26","56489730760"
"025530","SJM홀딩스","KOSPI","유통","3780","40","1.07","56450550240"
"034730","SK","KOSPI","기타금융","224000","15000","7.18","16240605472000"
"011790","SKC","KOSPI","화학","101400","-2700","-2.59","3839845417200"
"018670","SK가스","KOSPI","유통","286500","-1500","-0.52","2648762406000"
"001740","SK네트웍스","KOSPI","유통","4810","200","4.34","1064346708620"
"006120","SK디스커버리","KOSPI","기타금융","62700","1200","1.95","1150410508500"
"006125","SK디스커버리우","KOSPI","기타금융","44850","750","1.70","58863606750"
"210980","SK디앤디","KOSPI","부동산","10400","240","2.36","193620772800"
"395400","SK리츠","KOSPI","부동산","4805","40","0.84","1327087059070"
"302440","SK바이오사이언스","KOSPI","제약","47600","-400","-0.83","3730371302000"
"326030","SK바이오팜","KOSPI","일반서비스","93800","1100","1.19","7345782850000"
"402340","SK스퀘어","KOSPI","기타금융","181200","8300","4.80","24016403469600"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","28250","450","1.62","2014156974000"
"100090","SK오션플랜트","KOSPI","금속","20400","-200","-0.97","1227678854400"
"03473K","SK우","KOSPI","기타금융","177700","9500","5.65","100602189500"
"096770","SK이노베이션","KOSPI","화학","116500","3300","2.92","17595551404000"
"096775","SK이노베이션우","KOSPI","화학","79000","900","1.15","98625654000"
"475150","SK이터닉스","KOSPI","건설","23600","-300","-1.26","796595391200"
"001510","SK증권","KOSPI","증권","749","36","5.05","353970038079"
"001515","SK증권우","KOSPI","증권","2370","140","6.28","9272658180"
"285130","SK케미칼","KOSPI","화학","72400","-100","-0.14","1249173889200"
"28513K","SK케미칼우","KOSPI","화학","29100","450","1.57","61558983900"
"017670","SK텔레콤","KOSPI","통신","55000","400","0.73","11813452915000"
"000660","SK하이닉스","KOSPI","전기·전자","281000","-1000","-0.35","204568664565000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","53300","4600","9.45","1772368750100"
"064960","SNT모티브","KOSPI","운송장비·부품","35450","1850","5.51","940852642400"
"100840","SNT에너지","KOSPI","기계·장비","37900","500","1.34","783801675700"
"036530","SNT홀딩스","KOSPI","기타금융","58800","4100","7.50","958668496800"
"005610","SPC삼립","KOSPI","음식료·담배","57000","500","0.88","491853513000"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","8290","50","0.61","59447855280"
"077970","STX엔진","KOSPI","기계·장비","20900","200","0.97","839094516700"
"002820","SUN&L","KOSPI","종이·목재","2860","-25","-0.87","36058848540"
"084870","TBH글로벌","KOSPI","섬유·의류","1344","74","5.83","28031564736"
"002710","TCC스틸","KOSPI","금속","17150","50","0.29","449564903550"
"069260","TKG휴켐스","KOSPI","화학","17600","450","2.62","719463148800"
"007980","TP","KOSPI","섬유·의류","1515","36","2.43","77530321950"
"002900","TYM","KOSPI","기계·장비","5230","80","1.55","235616499880"
"024070","WISCOM","KOSPI","화학","2040","35","1.75","31265933520"
"037270","YG PLUS","KOSPI","IT 서비스","9920","1030","11.59","629219747200"
"139130","iM금융지주","KOSPI","기타금융","14350","110","0.77","2387737153550"
"000500","가온전선","KOSPI","전기·전자","65900","1700","2.65","1090191278500"
"000860","강남제비스코","KOSPI","화학","12970","310","2.45","168610000000"
"035250","강원랜드","KOSPI","오락·문화","20300","320","1.60","4342992150000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","2490","105","4.40","68598613560"
"002100","경농","KOSPI","화학","10000","0","0.00","195225750000"
"009450","경동나비엔","KOSPI","전기·전자","73100","400","0.55","1064964075200"
"267290","경동도시가스","KOSPI","전기·가스","22300","1200","5.69","131467553800"
"012320","경동인베스트","KOSPI","기타금융","65900","1400","2.17","155855015700"
"000050","경방","KOSPI","유통","8020","340","4.43","219870465400"
"214390","경보제약","KOSPI","제약","5030","50","1.00","120251505800"
"012610","경인양행","KOSPI","화학","3375","20","0.60","140455231875"
"009140","경인전자","KOSPI","전기·전자","20150","-150","-0.74","31651559550"
"013580","계룡건설","KOSPI","건설","20850","550","2.71","186209410950"
"012200","계양전기","KOSPI","기계·장비","1450","2","0.14","39473102050"
"012205","계양전기우","KOSPI","기계·장비","3470","15","0.43","4056704130"
"002140","고려산업","KOSPI","음식료·담배","2935","15","0.51","73197212375"
"010130","고려아연","KOSPI","금속","853000","-26000","-2.96","17079851869000"
"002240","고려제강","KOSPI","금속","18860","440","2.39","509220000000"
"009290","광동제약","KOSPI","제약","6440","470","7.87","337590280440"
"017040","광명전기","KOSPI","전기·전자","1807","-73","-3.88","78311070305"
"017900","광전자","KOSPI","전기·전자","2005","5","0.25","116177244815"
"037710","광주신세계","KOSPI","유통","32350","850","2.70","257415096500"
"030610","교보증권","KOSPI","증권","9570","460","5.05","1090625536770"
"339770","교촌에프앤비","KOSPI","유통","6010","-10","-0.17","300290130800"
"007690","국도화학","KOSPI","화학","38200","200","0.53","353763782400"
"001140","국보","KOSPI","운송·창고","2110","0","0.00","33456978680"
"002720","국제약품","KOSPI","제약","4905","-15","-0.30","103788975960"
"083420","그린케미칼","KOSPI","화학","7890","-10","-0.13","189360000000"
"014530","극동유화","KOSPI","화학","3585","55","1.56","125006870700"
"014280","금강공업","KOSPI","금속","4835","-30","-0.62","141807441095"
"014285","금강공업우","KOSPI","금속","7100","80","1.14","4188112500"
"008870","금비","KOSPI","비금속","60100","800","1.35","60100000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","3580","150","4.37","132448400800"
"002995","금호건설우","KOSPI","건설","12110","-90","-0.74","3539341260"
"011780","금호석유화학","KOSPI","화학","122500","7100","6.15","3241299407500"
"011785","금호석유화학우","KOSPI","화학","61900","2400","4.03","187153783400"
"214330","금호에이치티","KOSPI","운송장비·부품","726","-6","-0.82","155301659106"
"001210","금호전기","KOSPI","전기·전자","1091","-11","-1.00","67155410727"
"073240","금호타이어","KOSPI","화학","4905","-45","-0.91","1409011707735"
"092440","기신정기","KOSPI","기계·장비","2560","35","1.39","74752000000"
"000270","기아","KOSPI","운송장비·부품","99600","500","0.50","39608194147200"
"024110","기업은행","KOSPI","은행","20150","0","0.00","16068131260350"
"013700","까뮤이앤씨","KOSPI","건설","1125","13","1.17","67219683750"
"004540","깨끗한나라","KOSPI","종이·목재","2220","20","0.91","82674338460"
"004545","깨끗한나라우","KOSPI","종이·목재","12130","-40","-0.33","4441520800"
"001260","남광토건","KOSPI","건설","9190","-50","-0.54","90361336680"
"008350","남선알미늄","KOSPI","금속","1256","22","1.78","162123337040"
"008355","남선알미우","KOSPI","금속","13100","-80","-0.61","4033359000"
"004270","남성","KOSPI","유통","1112","1","0.09","40267921920"
"003920","남양유업","KOSPI","음식료·담배","67200","2400","3.70","412026451200"
"003925","남양유업우","KOSPI","음식료·담배","44550","1000","2.30","89100000000"
"025860","남해화학","KOSPI","화학","7770","20","0.26","386004610110"
"005720","넥센","KOSPI","화학","6720","190","2.91","359815525440"
"005725","넥센우","KOSPI","화학","4570","110","2.47","16454742000"
"002350","넥센타이어","KOSPI","화학","6350","-140","-2.16","620191018950"
"002355","넥센타이어1우B","KOSPI","화학","3430","10","0.29","22295000000"
"092790","넥스틸","KOSPI","금속","14990","-770","-4.89","389769980000"
"251270","넷마블","KOSPI","IT 서비스","62200","500","0.81","5346307824400"
"090350","노루페인트","KOSPI","화학","9350","120","1.30","187000000000"
"090355","노루페인트우","KOSPI","화학","15270","-260","-1.67","7071934020"
"000320","노루홀딩스","KOSPI","기타금융","25000","1750","7.53","332278775000"
"000325","노루홀딩스우","KOSPI","기타금융","35250","250","0.71","8585454750"
"006280","녹십자","KOSPI","제약","133500","500","0.38","1560152823000"
"005250","녹십자홀딩스","KOSPI","일반서비스","16540","430","2.67","777846593400"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","33850","-500","-1.46","28636761500"
"004370","농심","KOSPI","음식료·담배","395500","1000","0.25","2405684911000"
"072710","농심홀딩스","KOSPI","기타금융","86700","1300","1.52","402096393000"
"058730","다스코","KOSPI","금속","3040","15","0.50","57142700640"
"030210","다올투자증권","KOSPI","증권","3805","20","0.53","231766758330"
"023590","다우기술","KOSPI","IT 서비스","39500","1450","3.81","1772231371500"
"145210","다이나믹디자인","KOSPI","기계·장비","925","2","0.22","33276665950"
"483650","달바글로벌","KOSPI","화학","223500","10000","4.68","2704610377500"
"019680","대교","KOSPI","일반서비스","2485","85","3.54","210486582250"
"019685","대교우B","KOSPI","일반서비스","1334","25","1.91","25915604660"
"006370","대구백화점","KOSPI","유통","6640","340","5.40","71855497040"
"008060","대덕","KOSPI","기타금융","8400","180","2.19","284677260000"
"00806K","대덕1우","KOSPI","기타금융","9500","10","0.11","11517391500"
"353200","대덕전자","KOSPI","전기·전자","17970","40","0.22","888022142250"
"35320K","대덕전자1우","KOSPI","전기·전자","8310","10","0.12","17413762890"
"000490","대동","KOSPI","기계·장비","10520","230","2.24","277650762160"
"008110","대동전자","KOSPI","전기·전자","15040","0","0.00","157776322880"
"005750","대림바스","KOSPI","비금속","4585","90","2.00","76442220400"
"006570","대림통상","KOSPI","금속","2850","20","0.71","43391250000"
"001680","대상","KOSPI","음식료·담배","23250","150","0.65","805566581250"
"001685","대상우","KOSPI","음식료·담배","17700","290","1.67","24252947100"
"084690","대상홀딩스","KOSPI","기타금융","11160","240","2.20","404131924080"
"084695","대상홀딩스우","KOSPI","기타금융","15610","-180","-1.14","14259454020"
"128820","대성산업","KOSPI","유통","5300","685","14.84","239748033400"
"117580","대성에너지","KOSPI","전기·가스","8650","80","0.93","237875000000"
"016710","대성홀딩스","KOSPI","일반서비스","10490","300","2.94","168778424910"
"003540","대신증권","KOSPI","증권","30200","3000","11.03","1533356680000"
"003547","대신증권2우B","KOSPI","증권","20600","1230","6.35","206000000000"
"003545","대신증권우","KOSPI","증권","22350","1850","9.02","581100000000"
"009190","대양금속","KOSPI","금속","1693","-6","-0.35","73125114125"
"014160","대영포장","KOSPI","종이·목재","1242","31","2.56","134626029858"
"047040","대우건설","KOSPI","건설","4175","75","1.83","1735224513650"
"003090","대웅","KOSPI","제약","27200","3700","15.74","1581461856000"
"069620","대웅제약","KOSPI","제약","162700","8800","5.72","1885135752500"
"000430","대원강업","KOSPI","운송장비·부품","3730","-30","-0.80","231260000000"
"006340","대원전선","KOSPI","전기·전자","3065","5","0.16","229811171375"
"006345","대원전선우","KOSPI","전기·전자","4045","45","1.13","10602754000"
"003220","대원제약","KOSPI","제약","13250","0","0.00","297165474750"
"024890","대원화성","KOSPI","화학","902","-1","-0.11","37206735104"
"002880","대유에이텍","KOSPI","운송장비·부품","1103","-5","-0.45","51558654060"
"012800","대창","KOSPI","금속","1446","58","4.18","131789161554"
"015230","대창단조","KOSPI","운송장비·부품","5770","70","1.23","164861767100"
"001070","대한방직","KOSPI","섬유·의류","7200","550","8.27","38160000000"
"006650","대한유화","KOSPI","화학","103400","2100","2.07","672100000000"
"001440","대한전선","KOSPI","전기·전자","16080","330","2.10","2998072584000"
"084010","대한제강","KOSPI","금속","18000","1670","10.23","421459146000"
"001790","대한제당","KOSPI","음식료·담배","3265","45","1.40","292859333700"
"001795","대한제당우","KOSPI","음식료·담배","2625","65","2.54","17017245000"
"001130","대한제분","KOSPI","음식료·담배","161900","5200","3.32","273611000000"
"003490","대한항공","KOSPI","운송·창고","23850","50","0.21","8782062764850"
"003495","대한항공우","KOSPI","운송·창고","24200","0","0.00","26881214800"
"005880","대한해운","KOSPI","운송·창고","1845","73","4.12","595468842300"
"003830","대한화섬","KOSPI","화학","143700","1200","0.84","190833600000"
"016090","대현","KOSPI","섬유·의류","1927","23","1.21","85332011370"
"069460","대호에이엘","KOSPI","금속","1880","39","2.12","127527970760"
"475560","더본코리아","KOSPI","유통","28050","-200","-0.71","413380143000"
"192080","더블유게임즈","KOSPI","IT 서비스","60700","3400","5.93","1304801494200"
"012510","더존비즈온","KOSPI","IT 서비스","80600","-500","-0.62","2448852390400"
"004830","덕성","KOSPI","화학","6100","60","0.99","95648000000"
"004835","덕성우","KOSPI","화학","8090","-20","-0.25","11261280000"
"145720","덴티움","KOSPI","의료·정밀기기","70700","8100","12.94","782566281000"
"002150","도화엔지니어링","KOSPI","일반서비스","6790","50","0.74","228958800000"
"460850","동국씨엠","KOSPI","금속","6780","30","0.44","202712887680"
"460860","동국제강","KOSPI","금속","11100","70","0.63","550648988700"
"001230","동국홀딩스","KOSPI","기타금융","8790","100","1.15","279526245570"
"023450","동남합성","KOSPI","화학","34750","-100","-0.29","121625000000"
"004140","동방","KOSPI","운송·창고","3200","-15","-0.47","153509651200"
"007590","동방아그로","KOSPI","화학","6320","30","0.48","86063086640"
"005960","동부건설","KOSPI","건설","5540","250","4.73","127124513020"
"005965","동부건설우","KOSPI","건설","19940","140","0.71","4501096080"
"026960","동서","KOSPI","유통","30900","600","1.98","3080730000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","25900780311"
"102260","동성케미컬","KOSPI","화학","4380","35","0.81","219774344580"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","121900","4300","3.66","796791304600"
"170900","동아에스티","KOSPI","제약","48700","100","0.21","455473811500"
"028100","동아지질","KOSPI","건설","16860","120","0.72","225747003720"
"001520","동양","KOSPI","비금속","690","30","4.55","164692003470"
"001527","동양2우B","KOSPI","비금속","9030","250","2.85","2786378070"
"084670","동양고속","KOSPI","운송·창고","8720","-270","-3.00","25249361680"
"082640","동양생명","KOSPI","보험","8190","-150","-1.80","1321526811150"
"001525","동양우","KOSPI","비금속","4280","140","3.38","2643888680"
"008970","동양철관","KOSPI","금속","1855","-107","-5.45","296432366825"
"049770","동원F&B","KOSPI","음식료·담배","44700","700","1.59","862514214000"
"018500","동원금속","KOSPI","운송장비·부품","1460","4","0.27","68262202180"
"006040","동원산업","KOSPI","기타금융","50500","1600","3.27","2001016242000"
"030720","동원수산","KOSPI","농업, 임업 및 어업","6360","90","1.44","29598199800"
